sensor_ts_us,system_ts_us
271698428,1754259103233473.0
271731746,1754259103263250.0
271765037,1754259103301844.5
271798374,1754259103333632.0
271831707,1754259103369384.8
271864991,1754259103399249.0
271898336,1754259103429628.8
271931659,1754259103470013.0
271964945,1754259103495535.8
271998292,1754259103553258.0
272031603,1754259103580367.2
272064924,1754259103596684.8
272098214,1754259103641461.5
272131572,1754259103672716.5
272164898,1754259103736915.0
272198201,1754259103784930.5
272231518,1754259103813061.2
272264846,1754259103848418.2
272298123,1754259103870269.8
272331479,1754259103880169.2
272364786,1754259103908358.0
272398078,1754259103959096.8
272431439,1754259103970110.8
272464713,1754259104005113.8
272498028,1754259104029538.8
272531388,1754259104065954.5
272564693,1754259104101768.8
272598015,1754259104144589.8
272631299,1754259104164447.2
272664619,1754259104196131.2
272697966,1754259104230058.8
272731292,1754259104307734.2
272764609,1754259104322113.5
272797899,1754259104341142.0
272831231,1754259104368254.8
272864525,1754259104396593.2
272897842,1754259104466540.5
272931194,1754259104500830.8
272964510,1754259104526705.2
272997871,1754259104540924.8
273031159,1754259104613493.2
273064467,1754259104636413.0
273097767,1754259104656813.2
273131065,1754259104677024.5
273164413,1754259104700894.8
273197710,1754259104744918.2
273231059,1754259104768713.0
273264337,1754259104800071.8
273297693,1754259104830315.2
273330971,1754259104861550.0
273364322,1754259104944113.2
273397644,1754259104958835.2
273430925,1754259104985933.2
273464275,1754259105013260.0
273497585,1754259105041047.0
273530885,1754259105075017.2
273564204,1754259105113799.0
273597542,1754259105137890.2
273630840,1754259105165261.8
273664154,1754259105200477.0
273697478,1754259105237381.8
273730832,1754259105272958.5
273764108,1754259105297968.2
273797421,1754259105337918.2
273830738,1754259105367767.2
273864071,1754259105395178.8
273897381,1754259105430411.0
273930694,1754259105477343.5
273964036,1754259105498115.8
273997334,1754259105532761.8
274030645,1754259105570646.0
274063995,1754259105594715.0
274097312,1754259105633391.2
274130599,1754259105664113.8
274163918,1754259105697917.0
274197271,1754259105728254.5
274230596,1754259105764030.5
274263870,1754259105796910.0
274297219,1754259105835440.0
274330515,1754259105863932.8
274363833,1754259105894824.5
274397148,1754259105969668.8
274430488,1754259105977503.5
274463812,1754259106008298.5
274497129,1754259106028019.5
274530410,1754259106076093.2
274563759,1754259106109269.0
274597067,1754259106139603.8
274630390,1754259106167626.5
274663685,1754259106200555.0
274697008,1754259106231962.0
274730349,1754259106272968.0
274763677,1754259106303011.2
274796961,1754259106334815.2
274830303,1754259106363935.2
274863603,1754259106406920.2
274896908,1754259106441158.0
274930258,1754259106468981.2
274963574,1754259106501850.5
274996896,1754259106532491.2
275030182,1754259106576627.2
275063523,1754259106594986.0
275096843,1754259106673643.5
275130161,1754259106691718.8
275163450,1754259106717882.2
275196799,1754259106737109.8
275230125,1754259106761065.8
275263441,1754259106798401.2
275296720,1754259106832869.2
275330038,1754259106864173.8
275363384,1754259106898421.5
275396674,1754259106949193.0
275429995,1754259106965444.5
275463342,1754259106996183.2
275496665,1754259107033800.5
275529945,1754259107069626.2
275563298,1754259107094047.5
275596610,1754259107133155.2
275629921,1754259107163693.0
275663247,1754259107201320.0
275696536,1754259107229617.2
275729851,1754259107265841.2
275763200,1754259107293789.5
275796520,1754259107330328.2
275829829,1754259107368719.2
275863124,1754259107396199.2
275896446,1754259107429896.2
275929759,1754259107469562.0
275963076,1754259107494667.0
275996425,1754259107530969.8
276029738,1754259107566205.8
276063065,1754259107630498.8
276096381,1754259107674829.2
276129702,1754259107691732.8
276163016,1754259107717560.5
276196303,1754259107730091.2
276229657,1754259107791930.8
276262966,1754259107807191.8
276296254,1754259107838187.2
276329571,1754259107869825.5
276362890,1754259107895251.5
276396209,1754259107933472.8
276429525,1754259107969247.8
276462858,1754259107996224.0
276496194,1754259108073845.2
276529528,1754259108083423.2
276562805,1754259108101042.8
276596137,1754259108141383.2
276629431,1754259108159863.5
276662750,1754259108205791.0
276696092,1754259108226939.8
276729415,1754259108274793.0
276762705,1754259108306763.2
276796060,1754259108368331.0
276829348,1754259108409889.0
276862687,1754259108435078.8
276896007,1754259108473019.0
276929298,1754259108503107.0
276962644,1754259108540317.2
276995951,1754259108561891.5
277029278,1754259108587083.2
277062563,1754259108610028.8
277095880,1754259108626677.5
277129197,1754259108660523.2
277162515,1754259108697533.2
277195834,1754259108730956.0
277229197,1754259108760207.2
277262469,1754259108797784.2
277295821,1754259108827504.8
277329137,1754259108867077.2
277362458,1754259108896497.0
277395786,1754259108957068.2
277429088,1754259108978483.8
277462403,1754259108999373.2
277495692,1754259109059047.2
277529053,1754259109081247.2
277562332,1754259109109782.8
277595648,1754259109140549.8
277628995,1754259109180885.5
277662317,1754259109203749.2
277695632,1754259109244919.5
277728945,1754259109264832.2
277762276,1754259109326470.5
277795596,1754259109342110.8
277828885,1754259109401741.8
277862220,1754259109412931.0
277895514,1754259109456336.5
277928825,1754259109477962.0
277962158,1754259109497179.8
277995479,1754259109559981.0
278028819,1754259109577774.0
278062099,1754259109649813.0
278095448,1754259109686018.2
278128741,1754259109740440.0
278162079,1754259109797197.8
278195417,1754259109825333.8
278228717,1754259109851102.0
278262042,1754259109889408.0
278295323,1754259109915789.5
278328656,1754259109932598.2
278395274,1754259109960685.0
278428621,1754259109982816.2
278461919,1754259110008533.5
278495272,1754259110041962.8
278528569,1754259110069654.2
278561897,1754259110104476.0
278595201,1754259110129672.2
278628532,1754259110159222.2
278661844,1754259110192313.2
278695132,1754259110229082.5
278728451,1754259110259103.8
278761768,1754259110311286.5
278795101,1754259110327582.2
278828439,1754259110381013.5
278861721,1754259110402202.5
278895043,1754259110432203.5
278928358,1754259110462654.8
278961675,1754259110492407.5
278995025,1754259110529254.5
279028311,1754259110561380.0
279061660,1754259110594759.2
279094952,1754259110628205.2
279128289,1754259110669519.0
279161613,1754259110697934.8
279194931,1754259110726643.8
279228248,1754259110759054.2
279261569,1754259110801828.5
279294853,1754259110837586.8
279328181,1754259110858904.0
279361515,1754259110893747.0
279394807,1754259110929471.8
279428135,1754259110969372.8
279461442,1754259111013187.8
279494773,1754259111033978.2
279528110,1754259111058589.8
279561396,1754259111104504.8
279594744,1754259111126702.8
279628105,1754259111197124.2
279661379,1754259111207176.5
279694667,1754259111226681.0
279728013,1754259111272601.0
279761336,1754259111298257.8
279794664,1754259111326991.2
279827939,1754259111359228.8
279861255,1754259111401958.2
279894601,1754259111429287.2
279927892,1754259111458994.8
279961209,1754259111494132.8
279994561,1754259111530516.2
280027844,1754259111564717.2
280061197,1754259111624567.5
280094515,1754259111661037.0
280127827,1754259111696852.5
280161145,1754259111711196.2
280194455,1754259111730214.2
280227780,1754259111764487.5
280261077,1754259111800512.8
280294414,1754259111825104.2
280327704,1754259111869150.0
280361021,1754259111905588.8
280394340,1754259111935388.0
280427684,1754259111968702.8
280461010,1754259112001586.8
280494317,1754259112033544.5
280527643,1754259112064654.5
280560962,1754259112094434.2
280594249,1754259112137703.8
280627600,1754259112177000.5
280660923,1754259112201271.0
280694228,1754259112229611.2
280727534,1754259112265912.0
280760869,1754259112325023.8
280794164,1754259112352756.5
280827471,1754259112384432.2
280860828,1754259112402365.0
280894109,1754259112438682.0
280927428,1754259112465770.8
280960784,1754259112495036.8
280994062,1754259112537528.5
281027412,1754259112563910.5
281060703,1754259112591468.0
281094014,1754259112628950.8
281127369,1754259112661759.0
281160651,1754259112719060.8
281193968,1754259112740788.5
281227292,1754259112766530.2
281260635,1754259112794398.0
281293959,1754259112838179.2
281327239,1754259112858147.2
281360557,1754259112896698.8
281393874,1754259112942762.8
281427213,1754259112968510.0
281460537,1754259112994354.2
281493828,1754259113028357.2
281527146,1754259113061674.0
281560484,1754259113096409.2
281593811,1754259113133804.8
281627098,1754259113165287.8
281660422,1754259113213162.2
281693736,1754259113227137.2
281727091,1754259113264590.8
281760373,1754259113301448.2
281793713,1754259113335549.0
281827005,1754259113361606.5
281860327,1754259113432385.8
281893674,1754259113473276.5
281926986,1754259113496706.8
281960302,1754259113518201.8
281993595,1754259113562854.2
282026947,1754259113593764.8
282060235,1754259113624574.5
282093588,1754259113648185.0
282126865,1754259113659483.0
282160189,1754259113710884.0
282193535,1754259113750283.8
282226849,1754259113786386.0
282260145,1754259113813364.0
282293462,1754259113833282.5
282326824,1754259113872457.5
282360090,1754259113908499.0
282393447,1754259113935908.0
282426763,1754259113977212.8
282460057,1754259114010156.8
282493368,1754259114035976.5
282526720,1754259114074520.5
282559997,1754259114122117.2
282593325,1754259114149264.5
282626655,1754259114167828.0
282659952,1754259114197794.0
282693296,1754259114259039.0
282726626,1754259114295667.5
282759914,1754259114322278.8
282793259,1754259114339500.0
282826540,1754259114372749.2
282859887,1754259114401908.8
282893174,1754259114441542.0
282926528,1754259114462337.2
282959846,1754259114493932.2
282993152,1754259114526372.2
283026446,1754259114569412.0
283059764,1754259114592553.2
283093115,1754259114628888.0
283126399,1754259114676540.0
283159745,1754259114693596.0
283193068,1754259114764227.0
283226407,1754259114775651.8
283259700,1754259114808721.8
283293016,1754259114826921.5
283326338,1754259114858497.5
283359626,1754259114904670.5
283392970,1754259114932526.2
283426260,1754259114971659.5
283459584,1754259114990828.8
283492896,1754259115034468.5
283526244,1754259115088747.5
283559601,1754259115101873.8
283592880,1754259115131641.5
283626201,1754259115165185.2
283659487,1754259115191124.8
283692816,1754259115264331.8
283726162,1754259115308256.2
283759471,1754259115338024.8
283792763,1754259115362293.2
283826072,1754259115384982.8
283859434,1754259115402994.8
283892709,1754259115432487.5
283926032,1754259115473099.2
283959344,1754259115506432.2
283992669,1754259115559543.8
284025988,1754259115607431.2
284059335,1754259115658318.2
284092620,1754259115703583.8
284125962,1754259115740784.8
284159284,1754259115763959.5
284192596,1754259115802968.0
284225932,1754259115817364.5
284259225,1754259115844604.8
284292533,1754259115871207.5
284325867,1754259115898702.5
284359188,1754259115922052.2
284392503,1754259115942695.0
284425818,1754259115959004.2
284459149,1754259115989478.0
284492459,1754259116023342.2
284525746,1754259116072940.0
284559086,1754259116091683.8
284592382,1754259116123223.8
284625731,1754259116165068.8
284659046,1754259116193705.8
284692336,1754259116223734.5
284725654,1754259116265406.2
284758973,1754259116294619.8
284792294,1754259116326230.0
284825606,1754259116380129.2
284858953,1754259116391774.8
284892270,1754259116426812.5
284925596,1754259116465031.5
284958910,1754259116518711.5
284992221,1754259116566440.0
285025521,1754259116633000.5
285058874,1754259116652945.5
285092159,1754259116685499.5
285125503,1754259116716897.2
285158796,1754259116748460.8
285192106,1754259116768639.0
285225430,1754259116782001.2
