sensor_ts,system_ts
4541117089,1754204449748556.2
4541150406,1754204449781677.8
4541183725,1754204449814954.2
4541217046,1754204449848265.5
4541250361,1754204449881521.2
4541283680,1754204449914783.2
4541316999,1754204449948163.2
4541350318,1754204449981418.0
4541383635,1754204450014755.0
4541416954,1754204450048078.8
4541450275,1754204450082572.0
4541483589,1754204450114830.8
4541516908,1754204450148656.8
4541550226,1754204450181529.8
4541583544,1754204450214825.5
4541616863,1754204450248134.8
4541650180,1754204450282350.2
4541683498,1754204450314658.2
4541716818,1754204450347979.0
4541750137,1754204450382353.2
4541783453,1754204450414619.5
4541816771,1754204450447936.5
4541850092,1754204450482282.0
4541883408,1754204450514541.5
4541916728,1754204450547996.8
4541950046,1754204450581328.0
4541983363,1754204450614581.0
4542016682,1754204450648935.0
4542050000,1754204450681540.5
4542083318,1754204450715772.5
4542116638,1754204450749232.2
4542149955,1754204450781468.8
4542183275,1754204450814769.5
4542216594,1754204450848094.5
4542249910,1754204450882190.0
4542283229,1754204450914505.5
4542316549,1754204450947910.5
4542349866,1754204450981167.8
4542383184,1754204451014461.0
4542416503,1754204451047770.8
4542449821,1754204451081103.8
4542483139,1754204451114412.8
4542516458,1754204451147719.8
4542549777,1754204451181048.0
4542583093,1754204451214400.8
4542616414,1754204451248665.0
4542649733,1754204451281006.2
4542683049,1754204451314319.2
4542716368,1754204451347739.2
4542749688,1754204451380955.5
4542783003,1754204451414279.2
4542816322,1754204451448524.0
4542849642,1754204451480788.8
4542882960,1754204451514092.8
4542916277,1754204451548642.8
4542949595,1754204451580720.8
4542982915,1754204451614026.5
4543016231,1754204451648384.0
4543049551,1754204451680878.5
4543082867,1754204451714221.5
4543116187,1754204451747780.0
4543149504,1754204451780955.0
4543182821,1754204451814021.0
4543216142,1754204451848360.8
4543249459,1754204451880706.8
4543282776,1754204451913982.0
4543316097,1754204451947301.2
4543349413,1754204451980630.2
4543382733,1754204452013946.0
4543416049,1754204452047219.5
4543449370,1754204452080619.8
4543482687,1754204452113885.8
4543516004,1754204452147282.5
4543549325,1754204452180554.5
4543582641,1754204452213862.8
4543615959,1754204452247138.2
4543649279,1754204452280535.8
4543682598,1754204452313826.8
4543715913,1754204452347107.0
4543749237,1754204452381531.2
4543782551,1754204452413867.8
4543815868,1754204452447194.8
4543849190,1754204452480778.8
4543882511,1754204452513902.2
4543915825,1754204452547175.0
4543949143,1754204452580400.0
4543982461,1754204452613939.0
4544015779,1754204452647312.2
4544049098,1754204452681620.0
4544082416,1754204452713626.0
4544115736,1754204452746876.8
4544149052,1754204452780165.8
4544182370,1754204452813606.2
4544215691,1754204452846880.5
4544249011,1754204452880382.5
4544282325,1754204452913657.0
4544315643,1754204452947480.2
4544348964,1754204452980279.5
4544382280,1754204453013486.5
4544415598,1754204453046771.8
4544448917,1754204453080043.2
4544482238,1754204453113489.8
4544515553,1754204453146754.5
4544548874,1754204453180034.2
4544582191,1754204453213685.8
4544615509,1754204453246981.0
4544648826,1754204453280238.8
4544682145,1754204453313352.2
4544715464,1754204453347196.2
4544748781,1754204453380007.5
4544782099,1754204453413296.8
4544815417,1754204453446585.8
4544848736,1754204453479906.8
4544882056,1754204453513417.2
4544915372,1754204453546686.2
4544948691,1754204453580010.2
4544982010,1754204453613307.5
4545015326,1754204453646613.8
4545048646,1754204453679954.5
4545081964,1754204453713296.8
4545115281,1754204453746559.5
4545148600,1754204453779777.5
4545181919,1754204453813092.8
4545215236,1754204453846413.5
4545248555,1754204453879718.2
4545281874,1754204453913041.8
4545315192,1754204453946437.5
4545348511,1754204453979733.2
4545381828,1754204454013125.0
4545415148,1754204454046449.2
4545448466,1754204454079766.8
4545481785,1754204454112989.2
4545515102,1754204454146426.0
4545548424,1754204454179650.0
4545581740,1754204454213064.8
4545615057,1754204454246342.8
4545648377,1754204454280713.8
4545681696,1754204454313022.5
4545715011,1754204454346293.0
4545748332,1754204454379664.2
4545781650,1754204454412974.0
4545814965,1754204454446282.8
4545848285,1754204454479544.2
4545881604,1754204454512868.5
4545914924,1754204454546222.5
4545948241,1754204454579413.8
4545981559,1754204454612684.0
4546014877,1754204454646043.2
4546048196,1754204454679435.5
4546081516,1754204454712723.8
4546114831,1754204454746093.2
4546148150,1754204454779382.2
4546181471,1754204454812697.2
4546214787,1754204454846148.0
4546248106,1754204454879532.0
4546281423,1754204454912845.0
4546314742,1754204454946354.0
4546348060,1754204454979256.5
4546381379,1754204455013575.8
4546414696,1754204455045855.5
4546448015,1754204455079185.8
4546481334,1754204455112523.5
4546514651,1754204455145826.5
4546547969,1754204455179108.2
4546581288,1754204455213499.2
4546614606,1754204455245773.2
4546647923,1754204455279090.5
4546681244,1754204455312397.0
4546714560,1754204455345851.0
4546747879,1754204455379112.5
4546781198,1754204455412487.8
4546814513,1754204455445684.0
4546847832,1754204455478957.8
4546881150,1754204455512333.8
4546914468,1754204455545700.8
4546947786,1754204455579064.0
4546981106,1754204455612259.2
4547014423,1754204455645640.0
4547047743,1754204455678924.5
4547081063,1754204455712201.0
4547114381,1754204455745755.8
4547147697,1754204455779069.0
4547181018,1754204455812291.5
4547214333,1754204455845686.0
4547247652,1754204455878914.0
4547280972,1754204455912163.5
4547314290,1754204455945355.2
4547347608,1754204455978660.5
4547380927,1754204456012040.0
4547414244,1754204456045382.5
4547447563,1754204456078664.2
4547480881,1754204456111972.5
4547514199,1754204456145418.5
4547547517,1754204456178636.2
4547580836,1754204456211939.2
4547614155,1754204456245285.8
4547647472,1754204456278582.5
4547680791,1754204456311899.5
4547714109,1754204456345214.5
4547747427,1754204456378539.2
4547780746,1754204456412874.0
4547814062,1754204456445444.5
4547847382,1754204456478790.8
4547880701,1754204456512087.8
4547914018,1754204456545243.8
4547947336,1754204456578526.5
4547980655,1754204456611750.2
4548013974,1754204456645343.0
4548047292,1754204456678679.0
4548080611,1754204456711992.8
4548113928,1754204456745314.8
4548147245,1754204456778414.2
4548180566,1754204456811653.0
4548213882,1754204456845158.0
4548247203,1754204456878636.0
4548280521,1754204456911929.0
4548313837,1754204456946285.2
4548347156,1754204456978318.5
4548380475,1754204457011637.2
4548413794,1754204457044957.0
4548447111,1754204457078277.0
4548480429,1754204457111607.8
4548513749,1754204457144883.8
4548547064,1754204457178225.5
4548580383,1754204457211541.5
4548613702,1754204457244864.2
4548647020,1754204457278365.0
4548680337,1754204457311591.8
4548713657,1754204457344959.0
4548746975,1754204457379140.5
4548780294,1754204457411422.8
4548813612,1754204457444788.5
